2023/9/4 20:00,27.3
2023/9/4 21:00,27.1
2023/9/4 22:00,27.1
2023/9/4 23:00,26.7
2023/9/5 0:00,26.8
2023/9/5 1:00,26.8
2023/9/5 2:00,26.8
2023/9/5 3:00,26.8
2023/9/5 4:00,27.1
2023/9/5 5:00,27
2023/9/5 6:00,27.5
2023/9/5 7:00,29.1
2023/9/5 8:00,29.6
2023/9/5 9:00,30.7
2023/9/5 10:00,31.4
2023/9/5 11:00,31.9
2023/9/5 12:00,32.2
2023/9/5 13:00,33.2
2023/9/5 14:00,33
2023/9/5 15:00,33
2023/9/5 16:00,32.4
2023/9/5 17:00,31.7
2023/9/5 18:00,30.4
2023/9/5 19:00,29.4
2023/9/5 20:00,28.9
2023/9/5 21:00,28.6
2023/9/5 22:00,28.4
2023/9/5 23:00,28.3
2023/9/6 0:00,28.3
2023/9/6 1:00,28
2023/9/6 2:00,27.6
2023/9/6 3:00,27.2
2023/9/6 4:00,27.6
2023/9/6 5:00,27.8
2023/9/6 6:00,28
2023/9/6 7:00,28.1
2023/9/6 8:00,27.4
2023/9/6 9:00,27.9
2023/9/6 10:00,29.3
2023/9/6 11:00,31
2023/9/6 12:00,30.2
2023/9/6 13:00,30.2
2023/9/6 14:00,31.5
2023/9/6 15:00,30.4
2023/9/6 16:00,29.4
2023/9/6 17:00,28.7
2023/9/6 18:00,27.4
2023/9/6 19:00,26.4
2023/9/6 20:00,24.4
2023/9/6 21:00,25.4
2023/9/6 22:00,25.2
2023/9/6 23:00,24.8
2023/9/7 0:00,24.8
2023/9/7 1:00,24.9
2023/9/7 2:00,24.8
2023/9/7 3:00,24.7
2023/9/7 4:00,25.1
2023/9/7 5:00,24.9
2023/9/7 6:00,25.1
2023/9/7 7:00,26.1
2023/9/7 8:00,26.5
2023/9/7 9:00,27.7
2023/9/7 10:00,28.1
2023/9/7 11:00,28.7
2023/9/7 12:00,29.3
2023/9/7 13:00,29.3
2023/9/7 14:00,28.8
2023/9/7 15:00,28.6
2023/9/7 16:00,28.1
2023/9/7 17:00,27
2023/9/7 18:00,26.7
2023/9/7 19:00,26.5
2023/9/7 20:00,25.9
2023/9/7 21:00,25.9
2023/9/7 22:00,26.1
2023/9/7 23:00,25.6
2023/9/8 0:00,25.6
